Date,Close,High,Low,Open,Volume
2024-06-18,3660.89990234375,3669.300048828125,3644.050048828125,3662.550048828125,216884
2024-06-19,3650.60009765625,3705.0,3638.5,3667.64990234375,261310
2024-06-20,3774.949951171875,3805.0,3657.64990234375,3687.89990234375,805768
2024-06-21,3753.699951171875,3805.89990234375,3725.0,3800.75,548454
2024-06-24,3803.10009765625,3825.0,3684.949951171875,3753.0,491338
2024-06-25,3784.39990234375,3824.800048828125,3725.35009765625,3810.0,324872
2024-06-26,3775.949951171875,3795.0,3755.550048828125,3780.0,310213
2024-06-27,3819.550048828125,3950.0,3811.050048828125,3950.0,1255442
2024-06-28,3798.75,3864.60009765625,3785.60009765625,3834.0,172804
2024-07-01,3815.64990234375,3844.0,3768.85009765625,3799.5,244926
2024-07-02,3756.64990234375,3845.85009765625,3728.0,3826.60009765625,293408
2024-07-03,3797.35009765625,3804.949951171875,3761.050048828125,3780.0,329727
2024-07-04,3790.800048828125,3817.0,3770.0,3797.35009765625,250912
2024-07-05,3788.5,3806.949951171875,3775.0,3784.5,193684
2024-07-08,3756.75,3795.10009765625,3730.10009765625,3765.14990234375,475219
2024-07-09,3863.199951171875,3913.300048828125,3789.199951171875,3800.0,620574
2024-07-10,3845.699951171875,3863.199951171875,3780.0,3857.0,168976
2024-07-11,3862.14990234375,3869.050048828125,3806.25,3845.699951171875,125448
2024-07-12,3901.300048828125,3922.199951171875,3844.60009765625,3868.300048828125,459175
2024-07-15,3866.85009765625,3925.699951171875,3840.0,3925.699951171875,255409
2024-07-16,3880.60009765625,3915.949951171875,3860.0,3867.0,221307
2024-07-18,3905.0,3928.300048828125,3849.050048828125,3894.0,330915
2024-07-19,3835.300048828125,3920.60009765625,3812.0,3905.0,254837
2024-07-22,4008.10009765625,4032.0,3777.0,3849.949951171875,829609
2024-07-23,4025.35009765625,4058.300048828125,3831.14990234375,4020.0,504040
2024-07-24,4008.14990234375,4032.0,3951.35009765625,4025.35009765625,194039
2024-07-25,4008.10009765625,4031.0,3910.0,3910.0,199590
2024-07-26,4207.0,4214.5,4010.0,4025.85009765625,756611
2024-07-29,4396.85009765625,4429.0498046875,4208.25,4208.25,942602
2024-07-30,4384.85009765625,4413.0,4351.4501953125,4400.0,264458
2024-07-31,4430.75,4467.0498046875,4352.89990234375,4384.7998046875,359197
2024-08-01,4412.64990234375,4453.7998046875,4369.2998046875,4440.35009765625,313317
2024-08-02,4278.89990234375,4405.85009765625,4251.4501953125,4369.9501953125,274124
2024-08-05,4210.60009765625,4293.0,4185.14990234375,4220.0,611759
2024-08-06,4264.75,4329.10009765625,4224.2001953125,4228.7001953125,425329
2024-08-07,4422.2001953125,4458.2998046875,4325.89990234375,4410.0,891155
2024-08-08,4457.25,4550.0,4391.5,4460.0,462552
2024-08-09,4487.7001953125,4600.0,4465.35009765625,4600.0,362962
2024-08-12,4441.0,4517.85009765625,4365.75,4484.85009765625,535220
2024-08-13,4373.25,4464.0,4360.10009765625,4464.0,262457
2024-08-14,4334.2998046875,4372.75,4294.0,4370.0,170694
2024-08-16,4436.5,4440.0,4303.0,4390.0,216065
2024-08-19,4323.60009765625,4468.39990234375,4296.64990234375,4450.0,672783
2024-08-20,4327.25,4350.0,4257.0,4325.0,263570
2024-08-21,4368.60009765625,4404.4501953125,4305.7001953125,4327.0,287238
2024-08-22,4428.0498046875,4497.10009765625,4366.0498046875,4369.0,315079
2024-08-23,4420.5,4456.7998046875,4375.2001953125,4450.0,229345
2024-08-26,4405.14990234375,4486.39990234375,4392.75,4449.25,333893
2024-08-27,4458.5498046875,4489.35009765625,4383.7001953125,4405.0,221607
2024-08-28,4509.10009765625,4520.0,4421.4501953125,4458.0,200315
2024-08-29,4463.4501953125,4526.9501953125,4438.4501953125,4520.0,177012
2024-08-30,4495.4501953125,4524.5,4460.5,4472.25,446335
2024-09-02,4577.85009765625,4610.0,4493.39990234375,4524.89990234375,365406
2024-09-03,4539.7998046875,4630.4501953125,4522.5,4609.9501953125,255560
2024-09-04,4501.7998046875,4590.0,4476.60009765625,4499.89990234375,231198
2024-09-05,4509.9501953125,4559.9501953125,4490.2001953125,4532.0,149739
2024-09-06,4613.25,4660.9501953125,4483.35009765625,4513.0,613140
2024-09-09,4617.25,4644.14990234375,4565.7001953125,4613.25,476792
2024-09-10,4690.64990234375,4701.0,4610.0498046875,4610.0498046875,355228
2024-09-11,4623.4501953125,4748.89990234375,4610.5498046875,4694.0,275743
2024-09-12,4643.60009765625,4691.2001953125,4606.64990234375,4654.14990234375,113201
2024-09-13,4660.25,4691.0,4636.5498046875,4649.5,191350
2024-09-16,4656.5,4699.10009765625,4621.0,4675.0,240974
2024-09-17,4692.7998046875,4716.9501953125,4611.5498046875,4675.0,127428
2024-09-18,4654.89990234375,4704.9501953125,4598.2001953125,4700.0,151912
2024-09-19,4668.5498046875,4739.35009765625,4607.39990234375,4660.0,311213
2024-09-20,4716.0,4804.0498046875,4646.25,4688.0,606322
2024-09-23,4689.64990234375,4746.64990234375,4665.0,4746.60009765625,264910
2024-09-24,4617.25,4765.9501953125,4585.85009765625,4700.0,258155
2024-09-25,4620.5,4638.39990234375,4522.64990234375,4615.5,147428
2024-09-26,4624.0498046875,4640.7998046875,4580.0,4619.64990234375,143490
2024-09-27,4652.9501953125,4681.0,4590.0498046875,4635.0,149874
2024-09-30,4655.75,4721.0,4631.75,4652.9501953125,280666
2024-10-01,4731.35009765625,4741.0498046875,4655.75,4686.0,100017
2024-10-03,4660.4501953125,4759.0,4621.7998046875,4726.9501953125,179079
2024-10-04,4587.25,4724.2998046875,4570.5498046875,4652.10009765625,148187
2024-10-07,4497.5,4625.0,4475.0498046875,4590.0,265529
2024-10-08,4570.7001953125,4591.9501953125,4472.7998046875,4490.0498046875,103413
2024-10-09,4605.25,4618.7998046875,4549.0,4600.4501953125,74766
2024-10-10,4561.85009765625,4657.60009765625,4525.0498046875,4615.5,61746
2024-10-11,4523.60009765625,4591.9501953125,4495.35009765625,4572.5,72674
2024-10-14,4564.75,4582.0,4480.14990234375,4543.4501953125,176217
2024-10-15,4557.89990234375,4564.75,4504.5,4564.75,73650
2024-10-16,4588.0498046875,4612.35009765625,4528.0,4560.0,217235
2024-10-17,4463.0,4618.89990234375,4447.5498046875,4618.89990234375,92938
2024-10-18,4560.7001953125,4590.7998046875,4407.0498046875,4459.9501953125,246269
2024-10-21,4400.10009765625,4635.10009765625,4366.0498046875,4560.89990234375,288710
2024-10-22,4319.0,4449.0,4303.2001953125,4385.7001953125,155241
2024-10-23,4352.14990234375,4411.2001953125,4259.0,4260.0,219517
2024-10-24,4320.89990234375,4375.2998046875,4299.10009765625,4334.0498046875,96061
2024-10-25,4327.64990234375,4363.89990234375,4270.9501953125,4339.89990234375,74395
2024-10-28,4359.75,4386.14990234375,4311.2998046875,4334.9501953125,122396
2024-10-29,4410.9501953125,4420.0498046875,4288.89990234375,4363.10009765625,64743
2024-10-30,4495.5498046875,4520.60009765625,4405.5,4439.60009765625,189151
2024-10-31,4488.5,4563.2001953125,4438.0498046875,4562.0,152629
2024-11-01,4503.75,4526.39990234375,4391.25,4488.5,13158
2024-11-04,4463.64990234375,4503.75,4414.60009765625,4503.75,284281
2024-11-05,4537.89990234375,4558.10009765625,4441.2001953125,4475.0,289330
2024-11-06,4614.2001953125,4624.2998046875,4549.5,4553.39990234375,151768
2024-11-07,4694.5,4712.4501953125,4589.0498046875,4636.0,220510
2024-11-08,4562.4501953125,4715.0,4532.0,4709.9501953125,166782
2024-11-11,4599.7001953125,4619.7998046875,4466.14990234375,4570.0,190338
2024-11-12,4548.89990234375,4648.35009765625,4516.0,4604.89990234375,247900
2024-11-13,4446.14990234375,4553.35009765625,4400.9501953125,4545.0,174456
2024-11-14,4265.25,4349.14990234375,4045.85009765625,4349.14990234375,1612326
2024-11-18,4191.9501953125,4265.0,4138.7998046875,4260.0,595995
2024-11-19,4148.7998046875,4209.9501953125,4121.2998046875,4192.0,281992
2024-11-21,4138.7001953125,4179.7001953125,4073.60009765625,4135.0,247603
2024-11-22,4116.64990234375,4181.0,4091.699951171875,4138.7001953125,203652
2024-11-25,4125.10009765625,4215.39990234375,4112.5,4124.7001953125,434804
2024-11-26,4103.7998046875,4159.9501953125,4095.199951171875,4151.9501953125,57126
2024-11-27,4099.7001953125,4144.4501953125,4067.050048828125,4103.7998046875,130156
2024-11-28,4042.550048828125,4150.0498046875,4033.0,4150.0,207012
2024-11-29,4065.5,4083.89990234375,4042.550048828125,4046.050048828125,122795
2024-12-02,4095.199951171875,4105.0,4032.0,4090.0,195686
2024-12-03,4138.10009765625,4163.0,4097.0,4115.0,171818
2024-12-04,4177.4501953125,4267.4501953125,4093.550048828125,4144.7001953125,376181
2024-12-05,4135.89990234375,4178.0,4116.0,4178.0,114597
2024-12-06,4139.25,4145.14990234375,4096.2998046875,4145.14990234375,142896
2024-12-09,4060.60009765625,4131.0498046875,4052.0,4119.0,140384
2024-12-10,4114.2998046875,4137.7001953125,4032.199951171875,4035.0,216738
2024-12-11,4102.2998046875,4141.0498046875,4093.699951171875,4125.0,251423
2024-12-12,4051.699951171875,4128.9501953125,4003.050048828125,4118.2001953125,382520
2024-12-13,3997.0,4078.0,3953.60009765625,4061.25,478835
2024-12-16,3955.949951171875,4015.949951171875,3944.35009765625,3961.050048828125,524843
2024-12-17,3891.699951171875,3969.89990234375,3880.0,3969.0,390716
2024-12-18,3884.300048828125,3941.89990234375,3860.10009765625,3916.949951171875,362093
2024-12-19,3873.60009765625,3895.64990234375,3825.050048828125,3881.300048828125,325168
2024-12-20,3813.75,3904.35009765625,3801.0,3880.0,395750
2024-12-23,3800.39990234375,3850.550048828125,3789.0,3813.75,168172
2024-12-24,3789.14990234375,3806.35009765625,3751.85009765625,3800.39990234375,257439
2024-12-26,3746.0,3799.85009765625,3728.0,3792.35009765625,588710
2024-12-27,3744.25,3753.300048828125,3711.14990234375,3746.0,388326
2024-12-30,3736.14990234375,3767.800048828125,3675.60009765625,3744.89990234375,523817
2024-12-31,3685.64990234375,3732.85009765625,3676.35009765625,3722.10009765625,428992
2025-01-01,3691.25,3700.199951171875,3647.300048828125,3690.0,92935
2025-01-02,3719.35009765625,3730.0,3661.25,3700.0,181694
2025-01-03,3668.39990234375,3734.050048828125,3626.050048828125,3729.949951171875,451532
2025-01-06,3600.199951171875,3687.300048828125,3581.199951171875,3670.0,381910
2025-01-07,3592.85009765625,3635.0,3585.949951171875,3623.89990234375,417142
2025-01-08,3630.449951171875,3652.85009765625,3574.300048828125,3616.199951171875,569680
2025-01-09,3659.85009765625,3731.25,3630.449951171875,3635.0,388008
2025-01-10,3614.5,3700.0,3601.0,3680.0,315893
2025-01-13,3400.300048828125,3610.0,3395.0,3602.0,376760
2025-01-14,3463.199951171875,3507.949951171875,3412.800048828125,3412.800048828125,223455
2025-01-15,3459.35009765625,3486.300048828125,3440.0,3485.75,191829
2025-01-16,3480.449951171875,3505.550048828125,3444.10009765625,3482.0,202745
2025-01-17,3550.89990234375,3565.64990234375,3479.050048828125,3482.300048828125,187757
2025-01-20,3597.449951171875,3623.949951171875,3536.0,3623.949951171875,163715
2025-01-21,3519.85009765625,3620.0,3504.0,3616.949951171875,187358
2025-01-22,3500.64990234375,3561.89990234375,3465.5,3523.64990234375,194028
2025-01-23,3526.64990234375,3570.949951171875,3482.64990234375,3522.550048828125,103745
2025-01-24,3501.60009765625,3544.550048828125,3481.25,3510.0,250360
2025-01-27,3373.300048828125,3515.0,3357.0,3501.60009765625,304672
2025-01-28,3347.89990234375,3415.75,3333.300048828125,3373.300048828125,199980
2025-01-29,3425.199951171875,3438.300048828125,3327.5,3350.0,126453
2025-01-30,3456.60009765625,3479.949951171875,3425.199951171875,3435.0,256135
2025-01-31,3483.75,3502.64990234375,3387.050048828125,3469.0,342427
2025-02-01,3481.699951171875,3541.5,3431.5,3500.0,108705
2025-02-03,3619.449951171875,3692.5,3476.10009765625,3476.10009765625,1156135
2025-02-04,3574.449951171875,3609.050048828125,3528.0,3609.050048828125,218062
2025-02-05,3596.800048828125,3638.550048828125,3537.39990234375,3600.0,358394
2025-02-06,3641.449951171875,3664.89990234375,3569.5,3600.0,415667
2025-02-07,3543.85009765625,3582.35009765625,3451.0,3528.35009765625,1266192
2025-02-10,3524.199951171875,3599.949951171875,3475.0,3538.5,191736
2025-02-11,3419.60009765625,3500.0,3375.75,3500.0,407211
2025-02-12,3356.64990234375,3440.60009765625,3315.300048828125,3430.0,341176
2025-02-13,3226.64990234375,3378.699951171875,3220.0,3378.699951171875,522317
2025-02-14,3162.800048828125,3249.800048828125,3140.0,3227.89990234375,218261
2025-02-17,3118.60009765625,3189.949951171875,3101.25,3135.0,418973
2025-02-18,3165.60009765625,3179.050048828125,3097.60009765625,3115.5,138881
2025-02-19,3203.5,3211.949951171875,3110.0,3159.0,179722
2025-02-20,3189.050048828125,3229.949951171875,3152.699951171875,3192.199951171875,464132
2025-02-21,3145.39990234375,3237.050048828125,3118.85009765625,3189.050048828125,349942
2025-02-24,3090.449951171875,3138.39990234375,3081.35009765625,3134.199951171875,142386
2025-02-25,3084.800048828125,3118.699951171875,3065.0,3092.050048828125,220228
2025-02-27,3012.449951171875,3097.949951171875,3000.0,3084.800048828125,378209
2025-02-28,3013.949951171875,3032.0,2962.550048828125,3012.449951171875,627755
2025-03-03,2987.10009765625,3029.300048828125,2951.10009765625,3017.199951171875,260732
2025-03-04,3040.699951171875,3051.25,2964.949951171875,2980.0,156264
2025-03-05,3145.35009765625,3156.449951171875,3025.10009765625,3035.0,310633
2025-03-06,3255.60009765625,3265.25,3148.050048828125,3150.0,348644
2025-03-07,3219.10009765625,3312.050048828125,3044.699951171875,3195.0,1416296
2025-03-10,3253.64990234375,3292.050048828125,3205.050048828125,3225.0,381671
2025-03-11,3353.89990234375,3365.0,3200.0,3250.0,339583
2025-03-12,3333.64990234375,3433.89990234375,3281.14990234375,3372.800048828125,166349
2025-03-13,3297.300048828125,3360.39990234375,3280.10009765625,3354.14990234375,210443
2025-03-17,3373.25,3381.0,3270.75,3271.0,141132
2025-03-18,3373.25,3373.25,3373.25,3373.25,0
2025-03-19,3404.949951171875,3440.449951171875,3380.0,3440.449951171875,227139
2025-03-20,3422.550048828125,3443.800048828125,3389.25,3400.10009765625,178326
2025-03-21,3456.699951171875,3484.0,3411.550048828125,3444.800048828125,284840
2025-03-24,3492.5,3519.89990234375,3454.949951171875,3456.699951171875,107888
2025-03-25,3441.60009765625,3520.0,3413.800048828125,3515.64990234375,169163
2025-03-26,3428.050048828125,3464.10009765625,3420.050048828125,3463.949951171875,109293
2025-03-27,3482.64990234375,3514.0,3390.0,3399.89990234375,427342
2025-03-28,3428.199951171875,3523.949951171875,3408.199951171875,3507.35009765625,338808
2025-04-01,3450.39990234375,3508.0,3412.0,3420.0,289559
2025-04-02,3501.60009765625,3510.0,3403.64990234375,3445.050048828125,180181
2025-04-03,3453.35009765625,3477.89990234375,3415.0,3470.0,535423
2025-04-04,3315.449951171875,3440.0,3292.0,3440.0,430413
2025-04-07,3242.050048828125,3270.0,3051.0,3060.0,330450
2025-04-08,3277.10009765625,3313.0,3230.14990234375,3259.64990234375,246889
2025-04-09,3294.800048828125,3300.0,3215.050048828125,3250.10009765625,127031
2025-04-11,3607.449951171875,3699.0,3420.0,3420.0,1520004
2025-04-15,3589.39990234375,3664.39990234375,3565.0,3664.0,542128
2025-04-16,3641.60009765625,3672.10009765625,3574.10009765625,3574.199951171875,369433
2025-04-17,3645.300048828125,3655.0,3612.10009765625,3641.60009765625,78387
2025-04-21,3683.89990234375,3710.0,3621.10009765625,3645.300048828125,208161
2025-04-22,3699.5,3742.5,3675.300048828125,3694.5,215267
2025-04-23,3656.699951171875,3729.0,3630.0,3717.0,169104
2025-04-24,3658.39990234375,3678.300048828125,3609.10009765625,3656.60009765625,238189
2025-04-25,3583.89990234375,3692.39990234375,3520.0,3670.0,110845
2025-04-28,3649.199951171875,3659.0,3540.300048828125,3565.0,78944
2025-04-29,3647.699951171875,3694.10009765625,3621.60009765625,3645.699951171875,138901
2025-04-30,3640.199951171875,3672.5,3614.300048828125,3663.0,203428
2025-05-02,3689.5,3707.39990234375,3624.199951171875,3640.199951171875,191817
2025-05-05,3680.0,3738.800048828125,3672.60009765625,3711.89990234375,180654
2025-05-06,3630.300048828125,3711.199951171875,3615.0,3663.10009765625,94993
2025-05-07,3658.10009765625,3687.89990234375,3551.199951171875,3551.199951171875,141319
2025-05-08,3611.39990234375,3668.800048828125,3587.39990234375,3651.300048828125,325795
2025-05-09,3639.699951171875,3657.89990234375,3550.0,3550.0,108129
2025-05-12,3708.39990234375,3739.0,3654.199951171875,3685.199951171875,206683
2025-05-13,3638.60009765625,3731.5,3630.0,3731.5,253553
2025-05-14,3651.0,3660.0,3607.199951171875,3635.0,115213
2025-05-15,3691.300048828125,3733.60009765625,3622.0,3652.0,181586
2025-05-16,3769.699951171875,3789.0,3652.89990234375,3712.0,602501
2025-05-19,3759.0,3795.0,3719.199951171875,3795.0,350829
2025-05-20,3730.199951171875,3834.89990234375,3701.0,3701.0,890551
2025-05-21,3709.89990234375,3719.800048828125,3534.10009765625,3698.10009765625,480623
2025-05-22,3644.39990234375,3701.10009765625,3608.0,3700.0,226597
2025-05-23,3680.800048828125,3694.0,3630.10009765625,3630.39990234375,114905
2025-05-26,3683.60009765625,3705.5,3660.0,3703.5,109213
2025-05-27,3752.0,3796.10009765625,3664.199951171875,3690.0,360398
2025-05-28,3855.5,3865.0,3738.300048828125,3790.0,459662
2025-05-29,3875.5,3895.699951171875,3840.10009765625,3885.0,442076
2025-05-30,3823.699951171875,3920.0,3804.800048828125,3877.89990234375,582201
2025-06-02,3827.89990234375,3837.199951171875,3756.0,3823.699951171875,140233
2025-06-03,3812.10009765625,3894.300048828125,3802.300048828125,3829.89990234375,204115
2025-06-04,3970.300048828125,4015.0,3785.5,3812.10009765625,1213676
2025-06-05,3904.39990234375,3965.0,3895.10009765625,3955.0,222681
2025-06-06,3897.89990234375,3939.0,3853.10009765625,3904.39990234375,206437
2025-06-09,3935.800048828125,3949.5,3894.800048828125,3922.0,105853
2025-06-10,3924.300048828125,3959.89990234375,3915.89990234375,3936.10009765625,110771
2025-06-11,3975.0,3985.0,3919.800048828125,3920.0,261045
2025-06-12,3948.300048828125,3994.800048828125,3930.0,3989.0,141194
2025-06-13,3972.60009765625,3981.800048828125,3850.0,3850.0,268722
2025-06-16,4146.5,4172.89990234375,4025.0,4055.89990234375,1216279
2025-06-17,4172.2998046875,4198.0,4101.0,4101.0,399557
2025-06-18,4138.7001953125,4170.0,4126.0,4145.10009765625,234637
2025-06-19,4108.39990234375,4162.0,4095.0,4138.7001953125,142988
2025-06-20,4121.5,4140.0,4062.0,4080.0,390758
2025-06-23,4152.2001953125,4164.7998046875,4066.60009765625,4067.0,209809
2025-06-24,4175.2001953125,4189.0,4145.0,4180.0,241403
2025-06-25,4168.0,4249.7998046875,4149.89990234375,4170.2001953125,266925
2025-06-26,4138.39990234375,4170.0,4108.0,4170.0,248892
